pgID,pgChr,pgOrd,IM62,L1,S1
235,chr1,240,Migut.A00250.1.v2.0,,MgS1_01g02420.1
75,chr1,240.333333333333,,MgL1_01g02560.1,
236,chr1,241,Migut.A00251.1.v2.0,MgL1_01g02570.1,MgS1_01g02430.1
237,chr1,242,Migut.A00252.1.v2.0,MgL1_01g02580.1,MgS1_01g02440.1
238,chr1,243,Migut.A00253.1.v2.0,MgL1_01g02590.1,MgS1_01g02450.1
239,chr1,244,Migut.A00255.1.v2.0,MgL1_01g02600.1,MgS1_01g02460.1
240,chr1,245,,MgL1_01g02610.1,MgS1_01g02470.1
241,chr1,247,Migut.A00257.2.v2.0|Migut.A00257.1.v2.0+,MgL1_01g02630.1,MgS1_01g02490.1
242,chr1,249,Migut.A00256.1.v2.0|Migut.A00256.2.v2.0+,MgL1_01g02620.1,MgS1_01g02510.1|MgS1_01g02480.1+|MgS1_01g02500.1+
243,chr1,250,Migut.A00258.1.v2.0,MgL1_01g02640.1,MgS1_01g02520.1
76,chr1,251,,MgL1_01g02650.1,
77,chr1,251,Migut.A00259.1.v2.0,,
244,chr1,251,,,MgS1_01g02530.1
245,chr1,252,Migut.A00260.1.v2.0,MgL1_01g02660.1,MgS1_01g02540.1
246,chr1,253,Migut.A00261.2.v2.0|Migut.A00261.1.v2.0+,MgL1_01g02670.1,MgS1_01g02550.1
247,chr1,254,Migut.A00262.1.v2.0,MgL1_01g02680.1,MgS1_01g02560.1
248,chr1,255,Migut.A00263.1.v2.0|Migut.A00263.2.v2.0+|Migut.A00263.3.v2.0+|Migut.A00263.4.v2.0+,MgL1_01g02690.1,MgS1_01g02570.1
249,chr1,256,Migut.A00264.1.v2.0,MgL1_01g02700.1,MgS1_01g02580.1
250,chr1,257,Migut.A00266.1.v2.0|Migut.A00265.1.v2.0+,,MgS1_01g02590.1
251,chr1,258,Migut.A00267.1.v2.0,MgL1_01g02710.1,MgS1_01g02600.1
252,chr1,259,Migut.A00268.1.v2.0,MgL1_01g02720.1,MgS1_01g02610.1
253,chr1,260,Migut.A00269.1.v2.0,MgL1_01g02730.1,MgS1_01g02620.1
78,chr1,260.5,Migut.A00270.1.v2.0|Migut.A00270.1.v2.0|Migut.A00270.2.v2.0+|Migut.A00270.2.v2.0+,MgL1_01g02740.1,
254,chr1,261,Migut.A00271.1.v2.0,MgL1_01g02750.1,MgS1_01g02630.1
255,chr1,262,Migut.A00272.2.v2.0|Migut.A00272.1.v2.0+,MgL1_01g02760.1,MgS1_01g02640.1
256,chr1,263,Migut.A00273.1.v2.0,MgL1_01g02770.1,MgS1_01g02650.1
79,chr1,263.666666666667,Migut.A00274.1.v2.0,MgL1_01g02780.1|MgL1_01g02780.1,
257,chr1,264,,MgL1_01g02790.1,MgS1_01g02670.1
80,chr1,264.333333333333,Migut.A00275.1.v2.0,,
258,chr1,265,Migut.A00276.1.v2.0,MgL1_01g02800.1,MgS1_01g02680.1
259,chr1,266,Migut.A00277.1.v2.0,,MgS1_01g02690.1
260,chr1,267,Migut.A00278.1.v2.0,MgL1_01g02810.1,MgS1_01g02700.1
261,chr1,268,Migut.A00279.1.v2.0|Migut.A00279.2.v2.0+|Migut.A00279.3.v2.0+|Migut.A00279.4.v2.0+,MgL1_01g02820.1,MgS1_01g02710.1
81,chr1,268.5,,MgL1_01g02830.1,
262,chr1,269,Migut.A00281.1.v2.0,MgL1_01g02850.1,MgS1_01g02720.1
263,chr1,270,Migut.A00282.1.v2.0,MgL1_01g02860.1,MgS1_01g02730.1
264,chr1,271,Migut.A00283.1.v2.0,MgL1_01g02870.1,MgS1_01g02740.1
265,chr1,272,Migut.A00284.1.v2.0|Migut.A00284.2.v2.0+,MgL1_01g02880.1,MgS1_01g02750.1
266,chr1,273,Migut.A00285.1.v2.0,MgL1_01g02890.1,MgS1_01g02760.1
267,chr1,274,Migut.A00286.1.v2.0,MgL1_01g02900.1,MgS1_01g02770.1
268,chr1,275,Migut.A00287.1.v2.0|Migut.A00240.1.v2.0+,MgL1_01g02910.1|MgL1_01g02430.1+,MgS1_01g02780.1|MgS1_01g02320.1+
269,chr1,277,,MgL1_01g02920.1,MgS1_01g02800.1|MgS1_01g02790.1+
82,chr1,277.5,,MgL1_01g02930.1,
270,chr1,278,Migut.A00288.1.v2.0,MgL1_01g02940.1,MgS1_01g02810.1
271,chr1,279,,MgL1_01g02950.1,MgS1_01g02820.1
272,chr1,280,,,MgS1_01g02830.1
273,chr1,281,Migut.A00289.1.v2.0,MgL1_01g02960.1,MgS1_01g02840.1
83,chr1,282,Migut.A00290.1.v2.0|Migut.A00290.1.v2.0|Migut.A00280.1.v2.0+|Migut.A00280.1.v2.0+,MgL1_01g02970.1|MgL1_01g02840.1+,
274,chr1,282,,,MgS1_01g02850.1
275,chr1,283,Migut.A00295.1.v2.0|Migut.A00291.1.v2.0+,MgL1_01g02980.1,MgS1_01g02860.1
276,chr1,284,,MgL1_01g02990.1,MgS1_01g02870.1
277,chr1,285,Migut.A00296.1.v2.0|Migut.A00292.1.v2.0+,MgL1_01g03000.1,MgS1_01g02880.1
278,chr1,287,Migut.A00298.1.v2.0|Migut.A00293.1.v2.0+|Migut.A00294.1.v2.0+|Migut.A00294.2.v2.0+|Migut.A00297.1.v2.0+,MgL1_01g03020.1|MgL1_01g03010.1+,MgS1_01g02900.1|MgS1_01g02890.1+
279,chr1,288,Migut.A00299.1.v2.0,,MgS1_01g02910.1
280,chr1,289,,MgL1_01g03030.1,MgS1_01g02920.1
84,chr1,290,Migut.A00300.2.v2.0,,
281,chr1,290,Migut.A00300.1.v2.0,MgL1_01g03040.1,MgS1_01g02930.1
282,chr1,291,Migut.A00301.1.v2.0,MgL1_01g03050.1,MgS1_01g02940.1
85,chr1,292,Migut.A00302.2.v2.0|Migut.A00302.2.v2.0|Migut.A00302.1.v2.0+|Migut.A00302.1.v2.0+,MgL1_01g03060.1,
86,chr1,293,Migut.A00303.1.v2.0,,
283,chr1,293,,MgL1_01g03070.1,MgS1_01g02960.1
284,chr1,294,Migut.A00304.1.v2.0|Migut.A00304.2.v2.0+,MgL1_01g03090.1,MgS1_01g02970.1
285,chr1,295,Migut.A00305.1.v2.0,MgL1_01g03100.1,MgS1_01g02980.1
87,chr1,296.4,,MgL1_01g03110.1,
286,chr1,297,,,MgS1_01g03000.1
88,chr1,297.8,,MgL1_01g03120.1,
287,chr1,298,,,MgS1_01g03010.1|MgS1_01g02990.1+
89,chr1,299,Migut.A00308.1.v2.0,,
288,chr1,299,,,MgS1_01g03020.1
90,chr1,299.2,Migut.A00307.1.v2.0|Migut.A00307.1.v2.0,MgL1_01g03130.1,
289,chr1,300,,MgL1_01g03270.1|MgL1_01g03140.1+,MgS1_01g03030.1
91,chr1,300.6,,MgL1_01g03150.1,
290,chr1,301,Migut.A00309.1.v2.0,,MgS1_01g03040.1
291,chr1,302,Migut.A00310.1.v2.0,MgL1_01g03160.1,MgS1_01g03050.1
292,chr1,303,Migut.A00311.1.v2.0,MgL1_01g03170.1,MgS1_01g03060.1
293,chr1,304,Migut.A00313.1.v2.0|Migut.A00312.2.v2.0+|Migut.A00312.1.v2.0+|Migut.A00313.2.v2.0+,MgL1_01g03180.1,MgS1_01g03070.1
294,chr1,308,,,MgS1_01g03110.1
295,chr1,309,,MgL1_01g03210.1,MgS1_01g03120.1|MgS1_01g03090.1+
296,chr1,310,Migut.A00315.1.v2.0|Migut.A00314.1.v2.0+,,MgS1_01g03130.1|MgS1_01g03080.1+|MgS1_01g03100.1+
92,chr1,311.5,Migut.A00316.1.v2.0,,
297,chr1,313,Migut.A00317.1.v2.0,MgL1_01g03220.1,MgS1_01g03160.1|MgS1_01g03150.1+
298,chr1,314,,,MgS1_01g03170.1|MgS1_01g03140.1+
299,chr1,315,Migut.A00318.1.v2.0,MgL1_01g03230.1,MgS1_01g03180.1
300,chr1,316,Migut.A00319.1.v2.0,MgL1_01g03240.1,MgS1_01g03190.1
301,chr1,317,Migut.A00320.1.v2.0,MgL1_01g03250.1,MgS1_01g03200.1
93,chr1,317.5,Migut.A00321.1.v2.0,,
302,chr1,318,Migut.A00322.1.v2.0|Migut.A00306.1.v2.0+,MgL1_01g03260.1,MgS1_01g03210.1
94,chr1,318.5,Migut.A00323.1.v2.0|Migut.A00323.2.v2.0+,,
303,chr1,319,Migut.A00324.1.v2.0,MgL1_01g03280.1,MgS1_01g03220.1
304,chr1,320,Migut.A00325.1.v2.0,MgL1_01g03290.1,MgS1_01g03230.1
305,chr1,321,Migut.A00326.1.v2.0|Migut.A00326.2.v2.0+|Migut.A00326.3.v2.0+,MgL1_01g03300.1,MgS1_01g03240.1
306,chr1,322,Migut.A00327.1.v2.0,MgL1_01g03310.1,MgS1_01g03250.1
307,chr1,323,Migut.A00328.2.v2.0|Migut.A00328.1.v2.0+,MgL1_01g03320.1,MgS1_01g03260.1
308,chr1,324,,MgL1_01g03330.1,MgS1_01g03270.1
309,chr1,325,Migut.A00329.1.v2.0,MgL1_01g03340.1,MgS1_01g03280.1
310,chr1,326,Migut.A00330.1.v2.0,MgL1_01g03350.1,MgS1_01g03290.1
95,chr1,327,Migut.A00331.1.v2.0|Migut.A00331.1.v2.0,MgL1_01g03360.1,
311,chr1,327,,,MgS1_01g03300.1|MgS1_01g02950.1+
312,chr1,328,Migut.A00332.1.v2.0,MgL1_01g03370.1,MgS1_01g03310.1
313,chr1,329,Migut.A00333.1.v2.0,MgL1_01g03380.1,MgS1_01g03320.1
314,chr1,330,Migut.A00334.1.v2.0,MgL1_01g03390.1,MgS1_01g03330.1
96,chr1,330.333333333333,Migut.A00335.1.v2.0|Migut.A00335.1.v2.0,MgL1_01g03400.1,
97,chr1,330.666666666667,Migut.A00336.1.v2.0|Migut.A00336.1.v2.0|Migut.A00336.2.v2.0+|Migut.A00336.2.v2.0+,MgL1_01g03410.1,
315,chr1,331,Migut.A00337.1.v2.0,MgL1_01g03420.1,MgS1_01g03340.1
316,chr1,332,Migut.A00338.1.v2.0,MgL1_01g03430.1,MgS1_01g03350.1
317,chr1,336,,,MgS1_01g03390.1|MgS1_01g03360.1+
98,chr1,336.333333333333,,MgL1_01g03480.1,
99,chr1,338.5,,MgL1_01g03490.1|MgL1_01g03440.1+|MgL1_01g03450.1+,
100,chr1,340.666666666667,,MgL1_01g03520.1,
101,chr1,341.5,Migut.A00350.1.v2.0|Migut.A00341.1.v2.0+|Migut.A00345.1.v2.0+,,
318,chr1,342,,,MgS1_01g03450.1|MgS1_01g03400.1+|MgS1_01g03420.1+|MgS1_01g03440.1+
319,chr1,343,Migut.A00373.1.v2.0|Migut.A00339.1.v2.0+,MgL1_01g03470.1,MgS1_01g03460.1|MgS1_01g03380.1+|MgS1_01g03410.1+|MgS1_01g03430.1+
320,chr1,345,,MgL1_01g03540.1,MgS1_01g03480.1
321,chr1,346,,MgL1_01g03550.1|MgL1_01g03500.1+,MgS1_01g03490.1
322,chr1,349,Migut.A00375.1.v2.0|Migut.A00340.1.v2.0+|Migut.A00344.1.v2.0+|Migut.A00346.1.v2.0+|Migut.A00349.1.v2.0+,MgL1_01g03530.1|MgL1_01g03190.1+|MgL1_01g03200.1+|MgL1_01g03460.1+|MgL1_01g03510.1+,MgS1_01g03520.1|MgS1_01g03370.1+|MgS1_01g03470.1+|MgS1_01g03510.1+
323,chr1,351,Migut.A00351.1.v2.0,MgL1_01g03560.1,MgS1_01g03540.1|MgS1_01g03500.1+|MgS1_01g03530.1+
324,chr1,352,Migut.A00352.1.v2.0,MgL1_01g03570.1,MgS1_01g03550.1
325,chr1,353,,MgL1_01g03580.1,MgS1_01g03560.1
102,chr1,353.333333333333,Migut.A00353.1.v2.0,,
326,chr1,354,,MgL1_01g03590.1,MgS1_01g03570.1
103,chr1,354.666666666667,Migut.A00354.1.v2.0,,
327,chr1,355,,MgL1_01g03600.1,MgS1_01g03580.1
328,chr1,356,Migut.A00355.1.v2.0,,MgS1_01g03590.1
329,chr1,357,Migut.A00356.1.v2.0,MgL1_01g03610.1,MgS1_01g03600.1
330,chr1,358,Migut.A00357.1.v2.0,,MgS1_01g03610.1
331,chr1,359,Migut.A00358.1.v2.0,MgL1_01g03630.1,MgS1_01g03620.1
332,chr1,360,,,MgS1_01g03630.1
333,chr1,361,Migut.A00359.1.v2.0,MgL1_01g03640.1,MgS1_01g03640.1
334,chr1,362,Migut.A00360.1.v2.0,MgL1_01g03650.1,MgS1_01g03650.1
104,chr1,363,,MgL1_01g03660.1,
335,chr1,363,Migut.A00361.1.v2.0,,MgS1_01g03660.1
336,chr1,364,Migut.A00362.1.v2.0,MgL1_01g03670.1,MgS1_01g03670.1
337,chr1,365,Migut.A00363.1.v2.0,MgL1_01g03680.1,MgS1_01g03680.1
338,chr1,366,Migut.A00364.1.v2.0|Migut.A00364.2.v2.0+,MgL1_01g03690.1,MgS1_01g03690.1
339,chr1,367,Migut.A00365.1.v2.0,MgL1_01g03700.1,MgS1_01g03700.1
340,chr1,369,Migut.A00381.2.v2.0|Migut.A00368.1.v2.0+|Migut.A00369.1.v2.0+|Migut.A00371.1.v2.0+|Migut.A00377.1.v2.0+|Migut.A00379.1.v2.0+|Migut.A00381.1.v2.0+,MgL1_01g03820.1,MgS1_01g03720.1
105,chr1,369.333333333333,Migut.A00380.1.v2.0,,
106,chr1,369.666666666667,Migut.A00378.1.v2.0,,
341,chr1,370,Migut.A00376.1.v2.0|Migut.A00372.1.v2.0+,MgL1_01g03840.1,MgS1_01g03740.1
342,chr1,371,,MgL1_01g03810.1,MgS1_01g03750.1
107,chr1,372,,MgL1_01g03790.1,
108,chr1,372,Migut.A00374.1.v2.0|Migut.A00342.1.v2.0+|Migut.A00343.1.v2.0+|Migut.A00347.1.v2.0+|Migut.A00348.1.v2.0+,,
343,chr1,372,,MgL1_01g03830.1|MgL1_01g03800.1+,MgS1_01g03760.1
109,chr1,373.666666666667,Migut.A00383.1.v2.0,,
344,chr1,374,Migut.A00370.1.v2.0|Migut.A00366.3.v2.0+|Migut.A00366.4.v2.0+|Migut.A00366.1.v2.0+|Migut.A00366.2.v2.0+|Migut.A00367.1.v2.0+,,MgS1_01g03780.1|MgS1_01g03710.1+|MgS1_01g03770.1+
345,chr1,375,,MgL1_01g03780.1,MgS1_01g03790.1
110,chr1,375.666666666667,Migut.A00382.1.v2.0|Migut.A00382.1.v2.0,MgL1_01g03770.1,
346,chr1,376,Migut.A00384.1.v2.0,MgL1_01g03750.1,MgS1_01g03800.1
111,chr1,376.333333333333,,MgL1_01g03760.1,
347,chr1,377,Migut.A00385.1.v2.0,MgL1_01g03730.1,MgS1_01g03810.1
112,chr1,377.666666666667,,MgL1_01g03740.1,
348,chr1,378,Migut.A00386.1.v2.0,,MgS1_01g03820.1
349,chr1,379,,MgL1_01g03720.1,MgS1_01g03830.1
350,chr1,380,Migut.A00388.1.v2.0|Migut.A00387.1.v2.0+,,MgS1_01g03840.1
351,chr1,381,,MgL1_01g03850.1,MgS1_01g03850.1
352,chr1,382,Migut.A00389.1.v2.0,MgL1_01g03860.1,MgS1_01g03860.1
353,chr1,383,Migut.A00390.1.v2.0,MgL1_01g03870.1,MgS1_01g03870.1
354,chr1,384,Migut.A00391.1.v2.0,MgL1_01g03880.1,MgS1_01g03880.1
113,chr1,385,,MgL1_01g03890.1,
355,chr1,385,Migut.A00392.1.v2.0,,MgS1_01g03890.1
114,chr1,386,Migut.A00393.1.v2.0|Migut.A00393.1.v2.0,MgL1_01g03900.1,
356,chr1,386,,,MgS1_01g03900.1
357,chr1,387,Migut.A00394.1.v2.0,MgL1_01g03910.1,MgS1_01g03910.1
115,chr1,387.75,Migut.A00395.1.v2.0|Migut.A00395.1.v2.0,MgL1_01g03920.1,
358,chr1,388,Migut.A00396.1.v2.0,MgL1_01g03930.1,MgS1_01g03920.1
359,chr1,389,Migut.A00398.1.v2.0,,MgS1_01g03930.1
116,chr1,389.25,Migut.A00397.1.v2.0|Migut.A00397.1.v2.0,MgL1_01g03940.1,
360,chr1,390,Migut.A00399.1.v2.0,MgL1_01g03950.1,MgS1_01g03940.1
361,chr1,391,Migut.A00400.1.v2.0,MgL1_01g03960.1,MgS1_01g03950.1
362,chr1,392,Migut.A00401.1.v2.0,MgL1_01g03970.1,MgS1_01g03960.1
363,chr1,393,Migut.A00403.1.v2.0,MgL1_01g03980.1,MgS1_01g03970.1
364,chr1,394,Migut.A00402.1.v2.0,MgL1_01g03990.1,MgS1_01g03980.1
365,chr1,395,Migut.A00404.1.v2.0,MgL1_01g04000.1,MgS1_01g03990.1
117,chr1,395.5,,MgL1_01g04010.1,
366,chr1,396,Migut.A00405.1.v2.0,MgL1_01g04020.1,MgS1_01g04000.1
118,chr1,396.5,Migut.A00407.2.v2.0|Migut.A00407.1.v2.0+,,
367,chr1,397,Migut.A00408.1.v2.0|Migut.A00406.1.v2.0+,MgL1_01g04040.1|MgL1_01g04030.1+,MgS1_01g04010.1
368,chr1,399,,MgL1_01g04060.1,MgS1_01g04030.1
119,chr1,399.2,Migut.A00409.1.v2.0,MgL1_01g04050.1|MgL1_01g04050.1,
369,chr1,401,,MgL1_01g04070.1,MgS1_01g04050.1
120,chr1,401.4,Migut.A00411.1.v2.0,,
121,chr1,401.75,,MgL1_01g04090.1,
122,chr1,402.5,,MgL1_01g04100.1,
123,chr1,403.25,,MgL1_01g04120.1,
370,chr1,404,,MgL1_01g04140.1,MgS1_01g04080.1
371,chr1,405,,,MgS1_01g04090.1|MgS1_01g04040.1+|MgS1_01g04060.1+|MgS1_01g04070.1+
124,chr1,405.8,Migut.A00416.1.v2.0,MgL1_01g04200.1|MgL1_01g04200.1,
125,chr1,406.166666666667,,MgL1_01g04170.1,
372,chr1,407,Migut.A00415.1.v2.0|Migut.A00410.1.v2.0+|Migut.A00411.2.v2.0+|Migut.A00412.1.v2.0+|Migut.A00413.1.v2.0+|Migut.A00414.1.v2.0+,MgL1_01g04180.1|MgL1_01g04080.1+|MgL1_01g04110.1+|MgL1_01g04130.1+|MgL1_01g04150.1+|MgL1_01g04160.1+,MgS1_01g04110.1|MgS1_01g04020.1+|MgS1_01g04100.1+
373,chr1,408,,,MgS1_01g04130.1
374,chr1,409,,,MgS1_01g04140.1
126,chr1,410.2,Migut.A00422.1.v2.0,,
127,chr1,412.4,Migut.A00423.1.v2.0,,
375,chr1,414,Migut.A00417.1.v2.0,MgL1_01g04210.1,MgS1_01g04190.1
128,chr1,414.6,Migut.A00424.1.v2.0|Migut.A00418.1.v2.0+|Migut.A00420.1.v2.0+|Migut.A00421.1.v2.0+,,
129,chr1,414.833333333333,,MgL1_01g04220.1,
376,chr1,416,,,MgS1_01g04210.1|MgS1_01g04150.1+|MgS1_01g04160.1+|MgS1_01g04170.1+|MgS1_01g04180.1+|MgS1_01g04200.1+
377,chr1,417,Migut.A00425.1.v2.0|Migut.A00419.1.v2.0+,MgL1_01g04230.1,MgS1_01g04220.1
378,chr1,418,,MgL1_01g04240.1,MgS1_01g04230.1
379,chr1,419,Migut.A00426.1.v2.0,MgL1_01g04250.1,MgS1_01g04240.1
380,chr1,420,Migut.A00427.1.v2.0,MgL1_01g04260.1,MgS1_01g04250.1
381,chr1,421,Migut.A00428.1.v2.0,MgL1_01g04270.1,MgS1_01g04260.1
382,chr1,422,Migut.A00429.1.v2.0,MgL1_01g04280.1,MgS1_01g04270.1
383,chr1,423,Migut.A00430.1.v2.0|Migut.A00430.2.v2.0+,MgL1_01g04290.1,MgS1_01g04280.1
384,chr1,424,Migut.A00431.1.v2.0,MgL1_01g04300.1,MgS1_01g04290.1
385,chr1,425,Migut.A00432.1.v2.0,,MgS1_01g04300.1
386,chr1,426,,MgL1_01g04310.1,MgS1_01g04310.1
387,chr1,427,Migut.A00433.1.v2.0,MgL1_01g04320.1,MgS1_01g04320.1
130,chr1,427.333333333333,,MgL1_01g04330.1,
131,chr1,428,Migut.A00434.1.v2.0,MgL1_01g04340.1|MgL1_01g04340.1,
388,chr1,428,,MgL1_01g04350.1,MgS1_01g04330.1
132,chr1,429,Migut.A00435.1.v2.0,,
389,chr1,429,,,MgS1_01g04340.1
390,chr1,430,Migut.A00436.1.v2.0,MgL1_01g04360.1,MgS1_01g04350.1
391,chr1,431,,MgL1_01g04370.1,MgS1_01g04360.1
392,chr1,432,,,MgS1_01g04370.1
393,chr1,433,Migut.A00437.1.v2.0|Migut.A00437.2.v2.0+,MgL1_01g04380.1,MgS1_01g04380.1
394,chr1,434,,,MgS1_01g04390.1
395,chr1,435,Migut.A00438.1.v2.0,,MgS1_01g04400.1
396,chr1,436,Migut.A00439.1.v2.0,MgL1_01g04390.1,MgS1_01g04410.1
397,chr1,437,Migut.A00440.3.v2.0|Migut.A00440.1.v2.0+|Migut.A00440.2.v2.0+,MgL1_01g04400.1,MgS1_01g04420.1
398,chr1,438,Migut.A00441.1.v2.0|Migut.A00441.2.v2.0+,MgL1_01g04410.1,MgS1_01g04430.1
399,chr1,439,,MgL1_01g04420.1,MgS1_01g04440.1
133,chr1,439.5,Migut.A00442.1.v2.0,,
400,chr1,440,,,MgS1_01g04450.1
401,chr1,441,Migut.A00443.1.v2.0,MgL1_01g04430.1,MgS1_01g04460.1
402,chr1,442,Migut.A00444.1.v2.0,MgL1_01g04440.1,MgS1_01g04470.1
134,chr1,442.5,Migut.A00445.1.v2.0,,
403,chr1,443,Migut.A00446.1.v2.0,,MgS1_01g04480.1
404,chr1,445,Migut.A00447.1.v2.0,MgL1_01g04450.1,MgS1_01g04500.1|MgS1_01g04490.1+
405,chr1,446,,MgL1_01g04460.1,MgS1_01g04510.1
406,chr1,447,Migut.A00448.1.v2.0,MgL1_01g04470.1,MgS1_01g04520.1
135,chr1,447.666666666667,,MgL1_01g04480.1,
407,chr1,448,Migut.A00449.1.v2.0,,MgS1_01g04530.1
136,chr1,448.333333333333,,MgL1_01g04490.1,
408,chr1,449,Migut.A00450.1.v2.0,MgL1_01g04500.1,MgS1_01g04540.1
409,chr1,450,Migut.A00451.1.v2.0,MgL1_01g04510.1,MgS1_01g04550.1
410,chr1,451,,,MgS1_01g04560.1
411,chr1,452,,,MgS1_01g04570.1
412,chr1,453,Migut.A00452.1.v2.0,,MgS1_01g04580.1
413,chr1,454,Migut.A00453.1.v2.0,MgL1_01g04520.1,MgS1_01g04590.1
414,chr1,455,Migut.A00454.1.v2.0,MgL1_01g04530.1,MgS1_01g04600.1
137,chr1,456,Migut.A00455.1.v2.0,,
415,chr1,456,Migut.A00457.1.v2.0|Migut.A00456.1.v2.0+,MgL1_01g04540.1,MgS1_01g04610.1
416,chr1,457,Migut.A00458.1.v2.0,MgL1_01g04550.1,MgS1_01g04620.1
417,chr1,458,,MgL1_01g04560.1,MgS1_01g04630.1
418,chr1,459,Migut.A00459.1.v2.0|Migut.A00459.2.v2.0+,MgL1_01g04570.1,MgS1_01g04640.1
419,chr1,460,Migut.A00460.1.v2.0,MgL1_01g04580.1,MgS1_01g04650.1
138,chr1,461,Migut.A00461.1.v2.0,,
420,chr1,461,,,MgS1_01g04660.1
421,chr1,462,Migut.A00462.1.v2.0,MgL1_01g04590.1,MgS1_01g04670.1
422,chr1,463,Migut.A00464.1.v2.0|Migut.A00463.1.v2.0+,MgL1_01g04600.1,MgS1_01g04680.1
423,chr1,464,Migut.A00465.2.v2.0|Migut.A00465.1.v2.0+,MgL1_01g04610.1,MgS1_01g04690.1
139,chr1,464.5,Migut.A00466.3.v2.0|Migut.A00466.1.v2.0+|Migut.A00466.2.v2.0+,,
424,chr1,465,Migut.A00467.1.v2.0,MgL1_01g04620.1,MgS1_01g04700.1
425,chr1,466,Migut.A00468.1.v2.0,MgL1_01g04630.1,MgS1_01g04710.1
140,chr1,467,Migut.A00469.1.v2.0|Migut.A00469.1.v2.0|Migut.A00469.2.v2.0+|Migut.A00469.2.v2.0+,MgL1_01g04640.1,
426,chr1,467,Migut.A00478.1.v2.0,MgL1_01g04740.1,MgS1_01g04720.1
427,chr1,468,Migut.A00470.1.v2.0|Migut.A00470.2.v2.0+,MgL1_01g04650.1,MgS1_01g04730.1
141,chr1,468.25,Migut.A00471.1.v2.0|Migut.A00471.1.v2.0,MgL1_01g04660.1,
142,chr1,468.5,Migut.A00472.1.v2.0|Migut.A00472.1.v2.0,MgL1_01g04670.1,
143,chr1,468.75,,MgL1_01g04680.1,
428,chr1,469,Migut.A00473.1.v2.0,MgL1_01g04690.1,MgS1_01g04740.1
144,chr1,469.2,Migut.A00474.1.v2.0|Migut.A00474.1.v2.0,MgL1_01g04700.1,
145,chr1,469.4,Migut.A00475.1.v2.0|Migut.A00475.1.v2.0,MgL1_01g04710.1,
146,chr1,469.6,Migut.A00477.1.v2.0|Migut.A00477.1.v2.0,MgL1_01g04730.1,
429,chr1,470,Migut.A00479.1.v2.0,MgL1_01g04750.1,MgS1_01g04750.1
147,chr1,471,Migut.A00480.1.v2.0|Migut.A00480.1.v2.0|Migut.A00480.2.v2.0+|Migut.A00480.2.v2.0+,MgL1_01g04760.1,
430,chr1,471,Migut.A00481.1.v2.0,,MgS1_01g04760.1
148,chr1,471.5,Migut.A00482.1.v2.0,,
431,chr1,472,Migut.A00483.1.v2.0,MgL1_01g04770.1,MgS1_01g04770.1
432,chr1,473,Migut.A00484.1.v2.0|Migut.A00484.2.v2.0+,MgL1_01g04780.1,MgS1_01g04780.1
433,chr1,474,Migut.A00485.1.v2.0,MgL1_01g04790.1,MgS1_01g04790.1
434,chr1,475,Migut.A00486.1.v2.0,MgL1_01g04800.1,MgS1_01g04800.1
435,chr1,476,Migut.A00487.2.v2.0|Migut.A00487.1.v2.0+,MgL1_01g04810.1,MgS1_01g04810.1
149,chr1,476.833333333333,,MgL1_01g04820.1,
436,chr1,477,Migut.A00490.1.v2.0|Migut.A00488.1.v2.0+,,MgS1_01g04820.1
437,chr1,479,Migut.A00492.1.v2.0|Migut.A00489.1.v2.0+|Migut.A00491.1.v2.0+|Migut.A00492.3.v2.0+,MgL1_01g04840.1|MgL1_01g04830.1+,MgS1_01g04840.1|MgS1_01g04830.1+
150,chr1,479.333333333333,,MgL1_01g04860.1,
151,chr1,480,Migut.A00493.2.v2.0|Migut.A00492.2.v2.0+|Migut.A00493.6.v2.0+|Migut.A00493.7.v2.0+|Migut.A00493.5.v2.0+|Migut.A00493.3.v2.0+|Migut.A00493.4.v2.0+|Migut.A00493.1.v2.0+,,
438,chr1,480,,MgL1_01g04850.1,MgS1_01g04850.1
152,chr1,480.166666666667,,MgL1_01g04870.1,
439,chr1,481,Migut.A00494.1.v2.0,MgL1_01g04880.1,MgS1_01g04870.1
440,chr1,482,Migut.A00496.1.v2.0,MgL1_01g04890.1,MgS1_01g04880.1
441,chr1,483,Migut.A00497.1.v2.0,MgL1_01g04900.1,MgS1_01g04890.1
153,chr1,484,Migut.A00499.1.v2.0|Migut.A00499.1.v2.0,MgL1_01g04920.1|MgL1_01g04910.1+,
442,chr1,484,Migut.A00498.1.v2.0,,MgS1_01g04900.1
154,chr1,484.5,Migut.A00500.2.v2.0,,
443,chr1,485,Migut.A00500.1.v2.0,MgL1_01g04930.1,MgS1_01g04910.1
444,chr1,486,Migut.A00501.1.v2.0|Migut.A00501.2.v2.0+,MgL1_01g04940.1,MgS1_01g04920.1
445,chr1,487,Migut.A00502.2.v2.0|Migut.A00502.1.v2.0+,MgL1_01g04950.1,MgS1_01g04930.1
446,chr1,488,Migut.A00503.1.v2.0,MgL1_01g04960.1,MgS1_01g04940.1
447,chr1,489,Migut.A00504.1.v2.0,MgL1_01g04970.1,MgS1_01g04950.1
448,chr1,490,Migut.A00505.1.v2.0,MgL1_01g04980.1,MgS1_01g04960.1
449,chr1,491,,,MgS1_01g04970.1
450,chr1,492,,,MgS1_01g04980.1
